City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
121,Charlestown,AU,2020-10-07 02:17:35,-32.95,151.67,73.99,85,100,6.58
122,Sigli,ID,2020-10-07 02:18:48,5.38,95.96,82.47,65,100,4.43
123,Sioux Lookout,CA,2020-10-07 02:15:41,50.1,-91.92,44.6,93,40,3.36
124,Shiyan,CN,2020-10-07 02:18:49,32.65,110.78,59.99,64,4,1.7
125,Campbellton,CA,2020-10-07 02:18:49,48.01,-66.67,52.0,83,95,8.7
126,Agua Verde,MX,2020-10-07 02:18:49,22.9,-106.05,86.0,79,5,9.17
127,Ketchikan,US,2020-10-07 02:18:49,55.34,-131.65,51.8,81,20,5.82
128,Ancud,CL,2020-10-07 02:18:49,-41.87,-73.82,45.0,86,40,5.82
129,Port Elizabeth,ZA,2020-10-07 02:18:49,-33.92,25.57,60.8,93,90,4.7
130,Richards Bay,ZA,2020-10-07 02:18:50,-28.78,32.04,66.85,84,84,7.63
131,Gongzhuling,CN,2020-10-07 02:18:50,43.5,124.82,55.47,50,0,4.59
132,Ponta Do Sol,PT,2020-10-07 02:18:50,32.67,-17.1,71.6,83,75,10.29
133,Sakakah,SA,2020-10-07 02:18:50,29.97,40.21,69.8,16,0,3.36
134,Prince Rupert,CA,2020-10-07 02:18:50,54.32,-130.32,50.0,87,1,3.71
135,Clinton,US,2020-10-07 02:18:50,42.59,-82.92,64.0,67,75,6.93
136,Birao,CF,2020-10-07 02:18:50,10.28,22.79,72.32,88,13,2.77
137,Yellowknife,CA,2020-10-07 02:15:06,62.46,-114.35,42.8,70,90,6.93
138,Ilulissat,GL,2020-10-07 02:18:51,69.22,-51.1,23.0,57,93,13.87
139,Tasiilaq,GL,2020-10-07 02:18:51,65.61,-37.64,33.8,95,100,9.17
140,Pontianak,ID,2020-10-07 02:18:51,-0.03,109.33,83.37,77,100,5.88
141,Bambous Virieux,MU,2020-10-07 02:18:51,-20.34,57.76,72.0,94,40,3.36
142,San Cristobal,VE,2020-10-07 02:18:51,7.77,-72.22,66.67,91,100,1.61
143,Hammerfest,NO,2020-10-07 02:18:51,70.66,23.68,48.2,76,90,29.97
144,Vao,NC,2020-10-07 02:18:52,-22.67,167.48,70.83,82,1,16.53
145,Nuuk,GL,2020-10-07 02:15:43,64.18,-51.72,26.6,63,0,8.05
146,Samastipur,IN,2020-10-07 02:18:52,25.85,85.78,83.71,75,53,5.59
147,Puerto Asis,CO,2020-10-07 02:18:52,0.51,-76.5,74.21,78,0,3.13
148,Saldanha,ZA,2020-10-07 02:18:52,-33.01,17.94,59.0,87,15,8.05
149,La Asuncion,VE,2020-10-07 02:18:52,11.03,-63.86,78.8,94,100,5.82
150,Avanigadda,IN,2020-10-07 02:18:52,16.02,80.92,78.8,88,75,5.82
151,Sur,OM,2020-10-07 02:18:53,22.57,59.53,77.74,54,0,5.79
152,Pisco,PE,2020-10-07 02:14:39,-13.7,-76.22,62.6,82,26,4.7
153,Kirakira,SB,2020-10-07 02:18:53,-10.45,161.92,84.09,72,100,4.61
